Estacion,Date,Mes,Year,SO2,CO,NO,NO2,NOx,O3,C7H8,C6H6,C8H10,PM10,Ruido,PM25,PM1,CH4,Veloc,Direc,VelocMax,Temp,HRel,Pres,RSol,Precip,NH3,lat,lon,long
Viveros,1-2021,1,2021,0.65,,352.85,406.61,2072.51,537.17,,,,,,,,,10.67,7133.21,44.04,32.72,321.7,43.5,,1.94,,39.479653889163416,,-0.3697121931960339
Viveros,2-2021,2,2021,1.2,,51.32,182.74,492.7,573.56,,,,,,,,,6.57,12480.99,25.42,26.59,308.52,63.25,,0.06,,39.479653889163416,,-0.3697121931960339
Viveros,3-2021,3,2021,0.67,,85.35,247.19,702.76,679.67,,,,,,,,,4.14,11650.93,16.12,29.45,464.32,40.05,,0.13,,39.479653889163416,,-0.3697121931960339
Viveros,4-2021,4,2021,0.68,,46.47,184.05,481.76,741.85,,,,,,,,,3.27,11501.86,14.01,27.21,435.93,25.08,,0.26,,39.479653889163416,,-0.3697121931960339
Viveros,5-2021,5,2021,0.58,,35.43,173.65,411.91,644.0,,,,,,,,,4.65,10437.42,17.08,29.6,510.52,14.56,,0.03,,39.479653889163416,,-0.3697121931960339
Viveros,6-2021,6,2021,0.31,,22.41,156.34,325.55,741.84,,,,,,,,,4.23,10559.9,14.41,34.41,525.5,23.56,,0.02,,39.479653889163416,,-0.3697121931960339
Viveros,7-2021,7,2021,0.24,,14.13,110.62,226.52,617.36,,,,,,,,,3.96,12294.97,15.06,38.56,464.7,19.21,,0.15,,39.479653889163416,,-0.3697121931960339
Viveros,8-2021,8,2021,0.78,,20.68,142.22,301.97,613.94,,,,,,,,,5.51,11725.87,21.66,40.84,432.58,15.69,,0.61,,39.479653889163416,,-0.3697121931960339
Viveros,9-2021,9,2021,0.98,,37.33,157.73,396.33,731.77,,,,,,,,,6.02,12393.76,21.94,41.07,297.61,19.55,,0.61,,39.479653889163416,,-0.3697121931960339
Viveros,10-2021,10,2021,1.2,,95.95,197.31,671.64,709.73,,,,,,,,,4.98,10158.24,20.48,23.1,212.69,23.03,,0.09,,39.479653889163416,,-0.3697121931960339
Viveros,11-2021,11,2021,0.9,,156.86,275.84,1045.61,630.07,,,,,,,,,3.86,9865.92,16.67,33.69,367.37,31.48,,1.13,,39.479653889163416,,-0.3697121931960339
Viveros,12-2021,12,2021,1.27,,234.7,240.63,1207.8,692.91,,,,,,,,,5.59,7773.04,23.66,38.32,333.66,36.56,,0.0,,39.479653889163416,,-0.3697121931960339
Viveros,1-2022,1,2022,0.91,,148.18,258.54,1039.45,538.03,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,2-2022,2,2022,1.38,,151.94,206.42,905.5,596.12,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,3-2022,3,2022,0.7,,85.47,155.43,584.87,891.35,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,4-2022,4,2022,0.69,,54.26,148.59,394.1,795.52,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,5-2022,5,2022,0.81,,20.58,131.26,268.03,634.04,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,6-2022,6,2022,1.14,,10.45,122.99,217.08,526.24,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,7-2022,7,2022,1.66,,28.83,138.13,304.42,546.96,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,8-2022,8,2022,1.74,,33.86,105.88,295.21,691.35,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,9-2022,9,2022,1.06,,37.55,121.17,337.41,596.59,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,10-2022,10,2022,0.7,,69.39,131.02,462.69,710.54,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,11-2022,11,2022,1.07,,56.21,164.68,476.36,431.29,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,12-2022,12,2022,1.15,,92.18,162.84,614.42,569.81,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,1-2023,1,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,2-2023,2,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,3-2023,3,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,4-2023,4,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,5-2023,5,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,6-2023,6,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,7-2023,7,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,8-2023,8,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,9-2023,9,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,10-2023,10,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,11-2023,11,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Viveros,12-2023,12,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Avda. Francia,1-2017,1,2017,0.3,0.01,659.43,652.58,3409.15,496.01,,,,49.11,,12.76,,,12.06,9509.2,40.47,32.18,342.01,12.73,,0.6,,39.45754550951267,,-0.34279057101811966
Avda. Francia,2-2017,2,2017,1.45,0.01,827.4,829.51,4450.27,575.13,,,,57.32,,29.9,,,6.27,10003.89,22.98,26.85,280.97,30.32,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,3-2017,3,2017,0.72,0.01,890.93,731.87,4053.97,783.51,,,,155.71,,65.11,,,5.5,10833.46,20.13,27.19,293.1,28.87,,0.07,,39.45754550951267,,-0.34279057101811966
Avda. Francia,4-2017,4,2017,0.39,0.01,510.03,501.45,2623.31,713.21,,,,199.03,,66.86,,,5.01,11100.82,20.89,24.23,209.64,35.39,,0.04,,39.45754550951267,,-0.34279057101811966
Avda. Francia,5-2017,5,2017,0.4,0.01,448.04,674.0,2810.86,582.57,,,,275.28,,104.3,,,6.03,10624.48,21.26,21.81,216.63,23.26,,0.03,,39.45754550951267,,-0.34279057101811966
Avda. Francia,6-2017,6,2017,2.76,0.0,192.48,504.27,1540.51,524.72,,,,482.9,,69.02,,,5.34,10696.18,20.77,33.54,314.87,31.12,,0.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,7-2017,7,2017,0.93,0.01,379.85,449.89,2196.8,397.44,,,,258.96,,113.48,,,3.43,11352.22,12.82,30.64,212.64,23.0,,0.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,8-2017,8,2017,0.98,0.01,146.25,382.54,1184.89,549.81,,,,121.7,,29.26,,,4.89,10877.38,17.35,28.85,228.35,14.43,,0.02,,39.45754550951267,,-0.34279057101811966
Avda. Francia,9-2017,9,2017,0.51,0.0,229.88,462.97,1664.53,595.5,,,,96.69,,18.18,,,5.14,10714.47,16.84,22.51,216.07,20.58,,0.61,,39.45754550951267,,-0.34279057101811966
Avda. Francia,10-2017,10,2017,1.3,0.01,649.02,565.18,3218.39,568.52,,,,214.39,,65.15,,,3.79,10747.27,13.61,17.27,233.6,33.41,,0.03,,39.45754550951267,,-0.34279057101811966
Avda. Francia,11-2017,11,2017,1.84,0.01,1463.14,888.93,6651.09,668.33,,,,620.33,,210.46,,,5.18,9541.46,21.47,30.26,358.68,45.12,,0.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,12-2017,12,2017,1.58,0.01,1866.71,527.82,6908.46,529.74,,,,284.91,,103.67,,,6.99,7258.79,28.68,29.77,227.48,68.16,,0.03,,39.45754550951267,,-0.34279057101811966
Avda. Francia,1-2018,1,2018,1.06,0.01,665.62,535.71,3415.75,575.43,,,,201.58,,93.4,,,6.68,8822.99,23.62,29.58,314.27,65.03,,0.03,,39.45754550951267,,-0.34279057101811966
Avda. Francia,2-2018,2,2018,1.76,0.01,459.2,458.34,2260.89,583.09,,,,129.33,,64.42,,,5.89,9328.99,21.94,38.84,360.46,48.34,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,3-2018,3,2018,1.0,0.01,199.79,444.82,1481.11,585.86,,,,159.69,,60.29,,,8.75,4762.06,32.93,28.9,316.78,53.06,,0.46,,39.45754550951267,,-0.34279057101811966
Avda. Francia,4-2018,4,2018,0.91,0.0,253.35,395.99,1663.74,740.29,,,,195.77,,98.43,,,5.19,9779.14,20.88,21.51,270.23,34.89,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,5-2018,5,2018,1.76,0.0,441.43,352.57,2003.69,731.18,,,,112.74,,56.96,,,4.84,9799.63,18.05,19.64,309.2,24.79,,0.03,,39.45754550951267,,-0.34279057101811966
Avda. Francia,6-2018,6,2018,1.41,0.0,194.15,280.88,1090.49,531.81,,,,71.3,,27.21,,,4.39,10446.89,15.19,29.47,192.47,29.18,,0.12,,39.45754550951267,,-0.34279057101811966
Avda. Francia,7-2018,7,2018,0.7,0.0,154.15,252.28,982.85,438.11,,,,85.38,,34.77,,,3.44,10684.02,12.57,37.29,272.49,15.1,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,8-2018,8,2018,0.94,0.01,166.23,316.57,1176.05,408.5,,,,61.4,,16.71,,,3.36,11092.07,10.97,34.55,213.36,13.4,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,9-2018,9,2018,1.25,0.01,83.5,255.77,739.43,569.92,,,,83.25,,31.51,,,5.47,11260.33,19.28,28.1,258.18,23.49,,1.57,,39.45754550951267,,-0.34279057101811966
Avda. Francia,10-2018,10,2018,2.2,0.01,302.55,286.43,1539.49,537.37,,,,123.74,,62.03,,,6.68,10734.72,25.44,19.05,304.79,54.12,,1.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,11-2018,11,2018,1.81,0.01,411.22,408.72,2166.04,500.9,,,,83.76,,40.08,,,6.38,10313.43,26.34,19.15,364.86,50.6,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,12-2018,12,2018,3.7,0.02,473.52,399.17,2352.27,672.86,,,,112.55,,65.68,,,4.89,6136.99,21.52,26.08,227.27,57.43,,0.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,1-2019,1,2019,2.57,0.01,306.69,375.85,1738.97,647.17,,,,279.05,,137.84,,,7.8,7609.25,34.11,33.86,214.97,49.64,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,2-2019,2,2019,5.26,0.0,478.94,827.2,3114.2,897.45,,,,442.52,,167.8,,,4.94,11133.43,20.32,35.75,284.66,67.56,,0.05,,39.45754550951267,,-0.34279057101811966
Avda. Francia,3-2019,3,2019,2.71,0.0,186.62,482.6,1336.91,934.17,,,,243.86,,118.5,,,7.48,11081.88,28.23,30.07,296.74,43.1,,0.05,,39.45754550951267,,-0.34279057101811966
Avda. Francia,4-2019,4,2019,1.98,0.0,68.48,220.44,564.88,917.02,,,,139.89,,61.1,,,15.47,11425.55,55.76,26.22,318.75,48.39,,0.37,,39.45754550951267,,-0.34279057101811966
Avda. Francia,5-2019,5,2019,1.67,0.0,55.03,197.8,501.9,790.58,,,,139.8,,48.59,,,6.68,11376.93,21.98,21.67,285.81,36.05,,0.09,,39.45754550951267,,-0.34279057101811966
Avda. Francia,6-2019,6,2019,1.77,0.0,63.12,229.81,612.57,732.88,,,,171.06,,63.88,,,3.09,10547.71,12.69,32.58,289.82,22.06,,0.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,7-2019,7,2019,1.57,0.01,426.87,219.43,1849.82,622.45,,,,180.95,,59.62,,,4.22,11180.14,17.4,38.02,285.16,24.67,,1.25,,39.45754550951267,,-0.34279057101811966
Avda. Francia,8-2019,8,2019,1.29,0.01,107.98,240.04,768.19,547.94,,,,157.9,,64.98,,,4.91,10819.67,18.61,34.99,227.59,15.98,,0.02,,39.45754550951267,,-0.34279057101811966
Avda. Francia,9-2019,9,2019,1.96,0.0,183.09,244.06,1005.36,659.54,,,,152.36,,86.81,,,7.02,10743.19,24.41,30.94,413.06,19.78,,0.07,,39.45754550951267,,-0.34279057101811966
Avda. Francia,10-2019,10,2019,1.9,0.01,200.39,378.79,1262.03,559.38,,,,148.38,,103.72,,,4.02,8366.91,16.25,26.66,329.08,24.59,,0.04,,39.45754550951267,,-0.34279057101811966
Avda. Francia,11-2019,11,2019,2.32,0.0,376.57,365.67,2013.9,517.78,,,,131.39,,31.9,,,5.54,5464.9,22.68,28.56,200.12,51.67,,0.1,,39.45754550951267,,-0.34279057101811966
Avda. Francia,12-2019,12,2019,2.79,0.02,450.6,432.55,2363.34,762.25,,,,163.88,,100.72,,,9.9,8178.18,42.8,30.87,227.91,82.84,,0.38,,39.45754550951267,,-0.34279057101811966
Avda. Francia,1-2020,1,2020,3.04,0.01,825.45,398.17,3262.01,706.2,,,,144.82,,118.17,,,13.7,9548.18,45.77,39.92,358.41,33.95,,1.87,,39.45754550951267,,-0.34279057101811966
Avda. Francia,2-2020,2,2020,2.27,0.0,191.7,276.54,1060.97,749.19,,,,2520.4,,205.12,,,6.55,10262.59,28.66,32.19,453.81,71.79,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,3-2020,3,2020,1.59,0.0,149.48,130.63,736.97,614.38,,,,176.64,,54.98,,,7.29,12342.55,28.47,29.75,301.9,35.18,,0.05,,39.45754550951267,,-0.34279057101811966
Avda. Francia,4-2020,4,2020,1.26,0.0,39.88,114.24,338.91,619.09,,,,65.6,,41.49,,,5.27,10977.51,21.92,19.74,434.98,37.9,,0.22,,39.45754550951267,,-0.34279057101811966
Avda. Francia,5-2020,5,2020,1.73,0.0,9.82,88.56,168.69,801.43,,,,66.23,,12.1,,,7.59,11181.15,24.16,20.75,346.15,41.0,,4.02,,39.45754550951267,,-0.34279057101811966
Avda. Francia,6-2020,6,2020,0.74,0.0,25.14,93.06,242.13,576.32,,,,41.74,,12.1,,,4.95,10143.33,18.06,26.47,388.7,18.94,,0.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,7-2020,7,2020,0.72,0.0,101.33,166.66,682.77,729.72,,,,49.57,,27.84,,,3.8,11306.32,13.81,30.96,290.75,18.8,,0.01,,39.45754550951267,,-0.34279057101811966
Avda. Francia,8-2020,8,2020,1.09,0.0,316.02,133.68,1192.97,681.15,,,,61.84,,40.2,,,3.06,12025.1,10.05,34.15,359.9,34.43,,0.12,,39.45754550951267,,-0.34279057101811966
Avda. Francia,9-2020,9,2020,1.26,0.0,59.23,154.68,476.44,712.79,,,,64.43,,33.8,,,3.38,8897.21,13.37,26.82,544.04,21.65,,0.02,,39.45754550951267,,-0.34279057101811966
Avda. Francia,10-2020,10,2020,2.45,0.0,90.18,202.51,635.5,685.24,,,,86.22,,31.61,,,4.18,9162.48,16.92,18.91,506.49,32.23,,0.02,,39.45754550951267,,-0.34279057101811966
Avda. Francia,11-2020,11,2020,1.8,0.0,148.65,227.77,910.17,685.53,,,,71.55,,23.46,,,4.31,9740.54,19.73,28.85,292.5,58.1,,1.35,,39.45754550951267,,-0.34279057101811966
Avda. Francia,12-2020,12,2020,2.41,0.01,321.35,290.74,1607.19,796.59,,,,78.6,,25.06,,,3.79,7737.71,18.39,29.62,334.06,37.1,,0.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,1-2021,1,2021,2.01,0.0,110.09,217.68,752.18,553.15,,,,75.11,,20.53,,,2.19,7259.56,44.04,32.72,321.7,43.5,,1.94,,39.45754550951267,,-0.34279057101811966
Avda. Francia,2-2021,2,2021,1.63,0.0,30.48,83.36,230.67,459.85,,,,101.21,,55.86,,,2.89,10773.48,25.42,26.59,308.52,63.25,,0.06,,39.45754550951267,,-0.34279057101811966
Avda. Francia,3-2021,3,2021,0.81,0.0,22.92,138.63,280.67,610.17,,,,95.36,,47.08,,,2.79,11413.88,16.12,29.45,464.32,40.05,,0.13,,39.45754550951267,,-0.34279057101811966
Avda. Francia,4-2021,4,2021,1.9,0.0,21.74,73.55,194.34,613.22,,,,91.54,,25.08,,,2.98,10214.65,14.01,27.21,435.93,25.08,,0.26,,39.45754550951267,,-0.34279057101811966
Avda. Francia,5-2021,5,2021,2.19,0.0,11.64,69.18,144.41,412.89,,,,56.29,,21.1,,,3.32,8743.58,17.08,29.6,510.52,14.56,,0.03,,39.45754550951267,,-0.34279057101811966
Avda. Francia,6-2021,6,2021,1.41,0.0,11.38,99.88,187.03,600.45,,,,103.28,,17.4,,,3.05,9981.35,14.41,34.41,525.5,23.56,,0.02,,39.45754550951267,,-0.34279057101811966
Avda. Francia,7-2021,7,2021,2.08,0.0,10.26,58.01,122.8,624.78,,,,45.46,,8.12,,,3.2,9713.87,15.06,38.56,464.7,19.21,,0.15,,39.45754550951267,,-0.34279057101811966
Avda. Francia,8-2021,8,2021,1.02,0.0,18.63,58.73,158.37,483.13,,,,177.46,,15.71,,,3.08,9946.76,21.66,40.84,432.58,15.69,,0.61,,39.45754550951267,,-0.34279057101811966
Avda. Francia,9-2021,9,2021,2.86,0.0,11.02,65.79,129.77,497.82,,,,219.04,,49.96,,,3.26,11665.45,21.94,41.07,297.61,19.55,,0.61,,39.45754550951267,,-0.34279057101811966
Avda. Francia,10-2021,10,2021,0.81,0.0,49.87,96.5,331.26,503.85,,,,314.95,,52.88,,,1.83,11438.22,20.48,23.1,212.69,23.03,,0.09,,39.45754550951267,,-0.34279057101811966
Avda. Francia,11-2021,11,2021,0.95,0.01,52.84,121.18,386.3,477.62,,,,254.97,,27.86,,,1.42,11260.84,16.67,33.69,367.37,31.48,,1.13,,39.45754550951267,,-0.34279057101811966
Avda. Francia,12-2021,12,2021,0.67,0.0,95.42,108.1,481.0,521.06,,,,314.46,,121.26,,,1.41,9847.59,23.66,38.32,333.66,36.56,,0.0,,39.45754550951267,,-0.34279057101811966
Avda. Francia,1-2022,1,2022,0.26,0.0,113.01,188.89,762.65,511.13,,,,480.02,,116.45,,,1.96,13394.98,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,2-2022,2,2022,1.27,0.0,105.67,153.28,612.7,563.61,,,,431.96,,100.6,,,2.49,12779.01,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,3-2022,3,2022,0.94,0.0,87.33,88.45,427.95,677.79,,,,350.53,,95.57,,,14.2,9772.38,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,4-2022,4,2022,0.78,0.0,10.85,87.84,158.49,724.35,,,,219.86,,65.79,,,5.22,11700.18,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,5-2022,5,2022,0.77,0.0,10.91,90.64,171.21,736.67,,,,283.02,,64.91,,,4.66,10026.61,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,6-2022,6,2022,0.66,0.0,4.29,82.35,126.58,706.84,,,,274.7,,27.38,,,4.1,10461.96,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,7-2022,7,2022,0.5,0.0,21.29,86.16,185.32,635.1,,,,191.12,,24.59,,,2.14,9784.97,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,8-2022,8,2022,0.42,0.0,16.81,58.84,148.48,775.36,,,,910.8,,55.51,,,1.9,10313.91,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,9-2022,9,2022,0.45,0.0,8.74,68.91,134.88,659.05,,,,97.07,,20.67,,,1.8,11940.42,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,10-2022,10,2022,1.17,0.0,62.83,91.54,367.4,692.47,,,,177.62,,59.36,,,1.51,11940.22,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,11-2022,11,2022,0.84,0.0,32.87,98.73,283.91,608.22,,,,227.85,,42.35,,,1.57,9644.86,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,12-2022,12,2022,0.61,0.0,64.95,98.91,398.14,562.85,,,,280.33,,57.92,,,1.61,8784.0,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,1-2023,1,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,2-2023,2,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,3-2023,3,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,4-2023,4,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,5-2023,5,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,6-2023,6,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,7-2023,7,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,8-2023,8,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,9-2023,9,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,10-2023,10,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,11-2023,11,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Avda. Francia,12-2023,12,2023,,,,,,,,,,,,,,,,,,,,,,,,39.45754550951267,,-0.34279057101811966
Bulevard Sud,1-2017,1,2017,1.76,,1176.38,433.79,4756.52,786.89,,,,,,,,,12.13,9509.2,40.47,32.18,342.01,12.73,,0.6,10.7,39.4504492319186,,-0.39630566751679575
Bulevard Sud,2-2017,2,2017,1.54,,992.27,439.36,4303.5,848.52,,,,,,,,,6.3,10026.2,22.98,26.85,280.97,30.32,,0.01,10.39,39.4504492319186,,-0.39630566751679575
Bulevard Sud,3-2017,3,2017,3.28,,1109.86,449.97,4508.15,1342.93,,,,,,,,,5.51,10850.18,20.13,27.19,293.1,28.87,,0.07,11.38,39.4504492319186,,-0.39630566751679575
Bulevard Sud,4-2017,4,2017,4.54,,628.42,325.99,2736.12,1344.09,,,,,,,,,5.02,11100.82,20.89,24.23,209.64,35.39,,0.04,8.69,39.4504492319186,,-0.39630566751679575
Bulevard Sud,5-2017,5,2017,5.99,,673.74,423.32,3016.28,1204.09,,,,,,,,,6.03,10624.48,21.26,21.81,216.63,23.26,,0.03,8.96,39.4504492319186,,-0.39630566751679575
Bulevard Sud,6-2017,6,2017,1.53,,233.3,362.89,1273.35,1058.18,,,,,,,,,5.38,10636.56,20.77,33.54,314.87,31.12,,0.0,9.68,39.4504492319186,,-0.39630566751679575
Bulevard Sud,7-2017,7,2017,1.97,,299.4,242.52,1476.47,996.73,,,,,,,,,3.45,11352.22,12.82,30.64,212.64,23.0,,0.0,13.37,39.4504492319186,,-0.39630566751679575
Bulevard Sud,8-2017,8,2017,1.03,,165.93,216.83,923.92,888.34,,,,,,,,,4.91,10877.38,17.35,28.85,228.35,14.43,,0.02,8.15,39.4504492319186,,-0.39630566751679575
Bulevard Sud,9-2017,9,2017,1.24,,336.93,274.45,1750.92,905.9,,,,,,,,,5.14,10701.08,16.84,22.51,216.07,20.58,,0.61,15.52,39.4504492319186,,-0.39630566751679575
Bulevard Sud,10-2017,10,2017,1.77,,785.81,482.04,3686.88,823.57,,,,,,,,,3.83,10720.82,13.61,17.27,233.6,33.41,,0.03,34.52,39.4504492319186,,-0.39630566751679575
Bulevard Sud,11-2017,11,2017,4.7,,1913.78,979.91,8951.35,809.3,,,,,,,,,5.2,9603.79,21.47,30.26,358.68,45.12,,0.0,32.45,39.4504492319186,,-0.39630566751679575
Bulevard Sud,12-2017,12,2017,4.95,,784.89,326.52,3242.17,712.19,,,,,,,,,6.98,7269.71,28.68,29.77,227.48,68.16,,0.03,21.29,39.4504492319186,,-0.39630566751679575
Bulevard Sud,1-2018,1,2018,6.28,,801.31,489.16,3742.95,632.99,,,,,,,,,6.69,8834.83,23.62,29.58,314.27,65.03,,0.03,17.69,39.4504492319186,,-0.39630566751679575
Bulevard Sud,2-2018,2,2018,4.27,,1132.14,636.94,4778.64,595.27,,,,,,,,,5.9,9316.92,21.94,38.84,360.46,48.34,,0.01,18.71,39.4504492319186,,-0.39630566751679575
Bulevard Sud,3-2018,3,2018,2.15,,579.08,793.4,3513.81,640.95,,,,,,,,,8.75,4773.3,32.93,28.9,316.78,53.06,,0.46,6.18,39.4504492319186,,-0.39630566751679575
Bulevard Sud,4-2018,4,2018,2.9,,654.36,721.44,3516.28,816.29,,,,,,,,,5.19,9760.46,20.88,21.51,270.23,34.89,,0.01,11.39,39.4504492319186,,-0.39630566751679575
Bulevard Sud,5-2018,5,2018,2.84,,767.45,484.94,3072.01,929.31,,,,,,,,,4.84,9776.21,18.05,19.64,309.2,24.79,,0.03,6.27,39.4504492319186,,-0.39630566751679575
Bulevard Sud,6-2018,6,2018,2.14,,295.71,342.71,1584.68,732.6,,,,,,,,,4.39,10454.52,15.19,29.47,192.47,29.18,,0.12,13.42,39.4504492319186,,-0.39630566751679575
Bulevard Sud,7-2018,7,2018,1.92,,264.23,387.79,1596.44,651.41,,,,,,,,,3.45,10678.08,12.57,37.29,272.49,15.1,,0.01,7.94,39.4504492319186,,-0.39630566751679575
Bulevard Sud,8-2018,8,2018,2.45,,321.1,436.01,1830.82,814.9,,,,,,,,,3.37,11112.75,10.97,34.55,213.36,13.4,,0.01,7.22,39.4504492319186,,-0.39630566751679575
Bulevard Sud,9-2018,9,2018,1.46,,378.59,537.98,2256.22,969.09,,,,,,,,,5.56,10912.07,19.28,28.1,258.18,23.49,,1.57,10.52,39.4504492319186,,-0.39630566751679575
Bulevard Sud,10-2018,10,2018,3.05,,898.55,728.73,4373.54,594.39,,,,,,,,,6.78,10735.93,25.44,19.05,304.79,54.12,,1.0,6.62,39.4504492319186,,-0.39630566751679575
Bulevard Sud,11-2018,11,2018,4.04,,1478.96,685.79,6297.43,649.66,,,,,,,,,6.39,10293.26,26.34,19.15,364.86,50.6,,0.01,6.15,39.4504492319186,,-0.39630566751679575
Bulevard Sud,12-2018,12,2018,2.83,,844.15,504.92,3991.43,674.63,,,,,,,,,4.89,6144.43,21.52,26.08,227.27,57.43,,0.0,19.59,39.4504492319186,,-0.39630566751679575
Bulevard Sud,1-2019,1,2019,4.84,,1892.18,861.25,8233.34,886.66,,,,,,,,,7.8,7607.46,34.11,33.86,214.97,49.64,,0.01,9.2,39.4504492319186,,-0.39630566751679575
Bulevard Sud,2-2019,2,2019,3.78,,1510.4,1375.2,8209.14,774.44,,,,,,,,,4.95,11148.79,20.32,35.75,284.66,67.56,,0.05,8.68,39.4504492319186,,-0.39630566751679575
Bulevard Sud,3-2019,3,2019,3.29,,302.44,793.32,2512.27,876.19,,,,,,,,,7.49,11056.91,28.23,30.07,296.74,43.1,,0.05,6.53,39.4504492319186,,-0.39630566751679575
Bulevard Sud,4-2019,4,2019,1.83,,295.02,499.86,2072.89,852.73,,,,,,,,,15.81,11649.46,55.76,26.22,318.75,48.39,,0.37,6.03,39.4504492319186,,-0.39630566751679575
Bulevard Sud,5-2019,5,2019,2.56,,514.25,578.8,3031.59,780.31,,,,,,,,,6.9,11369.44,21.98,21.67,285.81,36.05,,0.09,7.36,39.4504492319186,,-0.39630566751679575
